Member_number,itemDescription
2446,margarine
2444,rolls/buns
2444,yogurt
2444,chocolate marshmallow
2444,curd
2444,tropical fruit
2444,sausage
2444,soda
2444,fruit/vegetable juice
2443,soda
2443,white wine
2443,root vegetables
2443,waffles
2443,curd
2443,sausage
2443,frankfurter
2443,napkins
2443,pasta
2443,pip fruit
2443,whole milk
2443,pastry
2443,rolls/buns
2443,seasonal products
2440,liquor
2440,root vegetables
2440,domestic eggs
2440,jam
2440,coffee
2440,meat
2440,bottled water
2440,bottled beer
2440,whole milk
2440,sausage
2440,pip fruit
2440,pork
2440,frozen meals
2440,tropical fruit
2440,onions
2440,UHT-milk
2440,waffles
2440,pastry
2440,brown bread
2439,whole milk
2439,coffee
2439,brown bread
2439,salty snack
2439,packaged fruit/vegetables
2439,bottled water
2439,shopping bags
2439,bottled beer
2438,citrus fruit
2438,tropical fruit
2438,rolls/buns
2438,pork
2436,liquor
2436,misc. beverages
2436,bottled water
2436,whole milk
2436,butter
2436,frankfurter
2436,other vegetables
2436,margarine
2434,coffee
2434,pet care
2434,detergent
2434,pastry
2434,soda
2434,beef
2434,cling film/bags
2433,bottled water
2433,soda
2433,other vegetables
2433,brown bread
2433,root vegetables
2433,specialty cheese
2433,beverages
2433,berries
2433,whole milk
2433,grapes
2433,dessert
2433,vinegar
2433,rolls/buns
2433,white bread
2433,processed cheese
2433,beef
2433,margarine
2433,frankfurter
2433,bottled beer
2433,shopping bags
2433,onions
2433,pip fruit
2433,chocolate
2432,frozen fish
2432,whole milk
2432,brown bread
2432,coffee
2432,condensed milk
2432,pickled vegetables
2432,pip fruit
2432,brandy
2432,tropical fruit
2432,domestic eggs
2428,white wine
2428,fruit/vegetable juice
2428,butter
2428,soda
2428,whipped/sour cream
2428,other vegetables
2428,pasta
2428,UHT-milk
2428,semi-finished bread
2428,sugar
2428,domestic eggs
2428,hard cheese
2428,rolls/buns
2428,margarine
2428,yogurt
2428,whole milk
2427,pip fruit
2427,whipped/sour cream
2427,butter
2427,dessert
2427,pork
2427,UHT-milk
2427,other vegetables
2427,citrus fruit
2425,rolls/buns
2425,dessert
2425,other vegetables
2423,ice cream
2423,seasonal products
2423,roll products
2423,whole milk
2421,frankfurter
2421,margarine
2421,candy
2421,frozen vegetables
2421,whole milk
2421,chocolate
2421,other vegetables
2421,shopping bags
2421,canned vegetables
2421,yogurt
2421,sausage
2421,bottled beer
2421,UHT-milk
2421,citrus fruit
2421,rolls/buns
2421,pastry
2420,soda
2420,fruit/vegetable juice
2420,shopping bags
2420,frankfurter
2420,frozen potato products
2420,hard cheese
2420,bottled water
2415,bottled beer
2415,misc. beverages
2415,candy
2415,bottled water
2415,pastry
2415,coffee
2415,curd
2415,turkey
2415,soda
2415,tropical fruit
2414,chicken
2414,cling film/bags
2412,other vegetables
2412,napkins
2412,bottled beer
2412,hard cheese
2412,soda
2412,sausage
2408,shopping bags
2408,sausage
2408,dessert
2408,other vegetables
2408,white bread
2408,yogurt
2408,liquor
2408,brown bread
2408,curd
2408,citrus fruit
2408,rolls/buns
2408,beverages
2408,ham
2408,cat food
2408,onions
2408,tropical fruit
2406,curd
2406,chocolate marshmallow
2406,root vegetables
2406,whole milk
2406,sausage
2406,meat
2406,salt
2406,dish cleaner
2406,yogurt
2406,butter
2406,whipped/sour cream
2406,canned beer
2406,rolls/buns
2406,pastry
2406,other vegetables
2403,butter
2403,rolls/buns
2403,hard cheese
2403,napkins
2403,yogurt
2403,chewing gum
2403,pip fruit
2403,chocolate
2403,frankfurter
2403,whole milk
2403,whipped/sour cream
2403,margarine
2401,butter
2401,specialty chocolate
2401,root vegetables
2401,red/blush wine
2401,white bread
2401,other vegetables
2401,whole milk
2401,hamburger meat
2401,yogurt
2398,yogurt
2398,rolls/buns
2398,oil
2398,dessert
2398,soda
2398,coffee
2398,tropical fruit
2396,frankfurter
2396,soda
2396,dessert
2396,pip fruit
2396,margarine
2396,whole milk
2396,canned fish
2396,canned vegetables
2396,tropical fruit
2396,sugar
2395,tropical fruit
2395,napkins
2395,bottled water
2395,margarine
2395,berries
2394,sausage
2394,beverages
2394,condensed milk
2394,semi-finished bread
2394,canned beer
2394,curd
2394,yogurt
2394,whipped/sour cream
2394,hamburger meat
2394,coffee
2394,nuts/prunes
2394,whole milk
2394,rolls/buns
2394,domestic eggs
2394,butter
2394,dessert
2394,waffles
2394,soda
2392,chocolate
2392,onions
2392,sausage
2392,soda
2392,whole milk
2392,other vegetables
2392,butter
2391,yogurt
2391,misc. beverages
2391,rolls/buns
2391,whole milk
2391,bottled beer
2391,sausage
2391,citrus fruit
2391,whipped/sour cream
2391,pip fruit
2391,frozen meals
2391,other vegetables
2391,hamburger meat
2389,packaged fruit/vegetables
2389,whole milk
2389,oil
2389,domestic eggs
2389,shopping bags
2389,processed cheese
2389,butter milk
2389,UHT-milk
2389,turkey
2389,rolls/buns
2389,fruit/vegetable juice
2389,hamburger meat
2389,yogurt
2389,bottled water
2389,frozen vegetables
2388,shopping bags
2388,tropical fruit
2388,chewing gum
2388,brown bread
2388,other vegetables
2388,berries
2388,pork
2388,salty snack
2387,herbs
2387,brown bread
2386,canned beer
2386,pork
2386,beverages
2386,frozen dessert
2386,pastry
2386,sugar
2386,soda
2386,chicken
2386,curd
2383,butter
2383,pork
2383,beef
2383,root vegetables
2383,soda
2383,pastry
2383,yogurt
2383,condensed milk
2383,specialty chocolate
2381,whole milk
2381,UHT-milk
2381,chocolate
2381,sausage
2381,packaged fruit/vegetables
2381,pickled vegetables
2381,yogurt
2381,cake bar
2381,soda
2381,processed cheese
2381,salt
2381,pip fruit
2381,white wine
2381,hamburger meat
2381,shopping bags
2381,coffee
2378,whipped/sour cream
2378,soda
2378,pork
2378,pastry
2376,whipped/sour cream
2376,margarine
2376,chocolate
2376,soda
2376,rolls/buns
2376,whole milk
2376,sausage
2376,specialty chocolate
2375,butter
2375,cat food
2375,whole milk
2375,berries
2375,pork
2375,pip fruit
2375,rolls/buns
2375,sausage
2374,root vegetables
2374,canned fish
2374,whole milk
2374,onions
2374,artif. sweetener
2374,chocolate
2374,ham
2374,tropical fruit
2374,frankfurter
2374,canned beer
2374,rolls/buns
2374,brandy
2374,soda
2374,bottled water
2372,soda
2372,white bread
2372,whole milk
2372,sausage
2372,other vegetables
2371,other vegetables
2371,frozen fish
2371,nuts/prunes
2371,meat
2371,UHT-milk
2369,beef
2369,soda
2369,whipped/sour cream
2369,hamburger meat
2369,frankfurter
2369,tropical fruit
2369,fish
2369,coffee
2360,other vegetables
2360,canned beer
2360,napkins
2360,tropical fruit
2360,rolls/buns
2359,soda
2359,whole milk
2359,rolls/buns
2359,other vegetables
2359,pastry
2359,margarine
2359,canned beer
2359,chocolate
2359,shopping bags
2359,instant coffee
2359,coffee
2357,domestic eggs
2357,soda
2357,bottled beer
2357,specialty cheese
2357,pip fruit
2357,whipped/sour cream
2357,cream cheese
2357,frozen vegetables
2357,curd
2357,shopping bags
2357,canned fish
2357,frozen meals
2357,fruit/vegetable juice
2357,onions
2357,tropical fruit
2357,waffles
2357,baking powder
2356,canned beer
2356,pip fruit
2356,citrus fruit
2356,chicken
2356,butter milk
2356,pastry
2356,rolls/buns
2356,beef
2356,hamburger meat
2356,whole milk
2356,butter
2356,yogurt
2347,canned beer
2347,red/blush wine
2347,soda
2347,sausage
2345,whole milk
2345,other vegetables
2345,frozen vegetables
2345,bottled beer
2345,rolls/buns
2345,candy
2345,whipped/sour cream
2345,flour
2343,whipped/sour cream
2343,beverages
2343,white bread
2343,sausage
2343,salty snack
2343,soda
2343,canned beer
2343,whole milk
2339,baking powder
2339,brown bread
2339,ham
2339,bottled water
2339,dishes
2339,fruit/vegetable juice
2339,chocolate
2339,sliced cheese
2339,whole milk
2338,whole milk
2338,curd
2338,other vegetables
2338,white wine
2338,hygiene articles
2338,canned beer
2338,salty snack
2330,sugar
2330,processed cheese
2330,whole milk
2330,sausage
2329,misc. beverages
2329,whipped/sour cream
2329,pastry
2328,candy
2328,beef
2328,brown bread
2328,other vegetables
2328,grapes
2328,frankfurter
2328,bottled beer
2327,chicken
2327,bottled water
2327,margarine
2327,bottled beer
2327,frankfurter
2327,whipped/sour cream
2327,butter
2327,pip fruit
2327,pork
2324,canned beer
2324,frankfurter
2324,packaged fruit/vegetables
2324,soda
2324,misc. beverages
2324,chicken
2321,bottled beer
2321,tropical fruit
2321,whipped/sour cream
2321,rolls/buns
2321,sausage
2321,other vegetables
2321,pip fruit
2321,domestic eggs
2321,whole milk
2321,chocolate
2319,meat
2319,baking powder
2319,yogurt
2319,beef
2319,whole milk
2318,other vegetables
2318,citrus fruit
2318,frozen fish
2318,root vegetables
2318,whipped/sour cream
2316,pip fruit
2316,shopping bags
2316,tropical fruit
2316,canned beer
2316,rice
2316,bottled beer
2313,dishes
2313,pastry
2313,shopping bags
2313,berries
2313,other vegetables
2311,oil
2311,pastry
2311,pot plants
2311,bottled water
2311,other vegetables
2311,frozen vegetables
2311,domestic eggs
2311,rolls/buns
2311,chocolate
2311,sausage
2311,fruit/vegetable juice
2311,soda
2311,canned beer
2311,citrus fruit
2309,citrus fruit
2309,chicken
2309,yogurt
2309,frozen meals
2309,whole milk
2309,shopping bags
2309,domestic eggs
2309,frozen vegetables
2308,cream cheese
2308,yogurt
2308,bottled beer
2307,root vegetables
2307,berries
2307,canned beer
2307,whole milk
2307,fruit/vegetable juice
2307,grapes
2307,hygiene articles
2307,soft cheese
2307,shopping bags
2307,frankfurter
2307,bottled beer
2303,packaged fruit/vegetables
2303,grapes
2303,beef
2303,white wine
2302,other vegetables
2302,whole milk
2299,shopping bags
2299,yogurt
2299,cake bar
2299,turkey
2299,domestic eggs
2299,chicken
2297,shopping bags
2297,brown bread
2294,chocolate
2294,frankfurter
2294,ice cream
2294,whole milk
2294,pip fruit
2294,rolls/buns
2294,sugar
2294,citrus fruit
2294,red/blush wine
2294,whipped/sour cream
2294,tropical fruit
2294,bottled water
2294,ham
2294,chewing gum
2294,root vegetables
2294,bottled beer
2293,shopping bags
2293,napkins
2293,pip fruit
2293,salty snack
2293,candy
2293,pork
2293,sausage
2293,other vegetables
2293,tropical fruit
2293,root vegetables
2293,cereals
2293,bottled water
2293,rolls/buns
2293,chicken
2292,margarine
2292,root vegetables
2290,whole milk
2290,fruit/vegetable juice
2290,brown bread
2290,hamburger meat
2290,margarine
2290,other vegetables
2290,condensed milk
2290,pip fruit
2290,chocolate
2288,red/blush wine
2288,coffee
2288,fruit/vegetable juice
2288,sausage
2288,other vegetables
2288,brown bread
2288,sliced cheese
2288,whole milk
2288,herbs
2288,frozen dessert
2288,specialty bar
2288,shopping bags
2287,chocolate
2287,rolls/buns
2287,yogurt
2287,UHT-milk
2287,flour
2287,tropical fruit
2287,frozen meals
2285,tropical fruit
2285,pastry
2285,UHT-milk
2285,canned beer
2283,root vegetables
2283,frozen meals
2283,pastry
2283,citrus fruit
2283,margarine
2283,white bread
2283,shopping bags
2280,tropical fruit
2280,soda
2279,coffee
2279,salty snack
2279,processed cheese
2279,pot plants
2279,soda
2279,bottled water
2279,curd
2276,soda
2276,whipped/sour cream
2276,pork
2276,fruit/vegetable juice
2276,yogurt
2276,tropical fruit
2275,pork
2275,pet care
2275,shopping bags
2275,yogurt
2274,yogurt
2274,rolls/buns
2274,chicken
2274,citrus fruit
2274,curd
2274,shopping bags
2274,other vegetables
2274,beef
2274,pastry
2274,pork
2273,rolls/buns
2273,root vegetables
2273,whipped/sour cream
2273,tropical fruit
2273,bottled beer
2273,chewing gum
2273,whole milk
2273,hamburger meat
2273,soda
2273,other vegetables
2273,sausage
2273,soft cheese
2273,bottled water
2272,salty snack
2272,yogurt
2272,whole milk
2272,napkins
2272,bottled beer
2272,misc. beverages
2272,rolls/buns
2272,waffles
2272,frozen vegetables
2272,frankfurter
2266,grapes
2266,candy
2266,brown bread
2266,other vegetables
2266,soft cheese
2266,butter milk
2266,yogurt
2266,whipped/sour cream
2265,soft cheese
2265,waffles
2265,domestic eggs
2265,dish cleaner
2265,chewing gum
2265,white bread
2265,chicken
2265,whole milk
2265,frankfurter
2265,whipped/sour cream
2265,other vegetables
2264,sparkling wine
2264,rolls/buns
2264,other vegetables
2264,canned beer
2264,tropical fruit
2264,dish cleaner
2264,coffee
2264,bottled beer
2263,tropical fruit
2263,frankfurter
2257,pip fruit
2257,whole milk
2257,soda
2257,yogurt
2257,pasta
2257,hamburger meat
2257,herbs
2257,pork
2256,pastry
2256,female sanitary products
2256,beef
2256,whipped/sour cream
2256,butter
2256,domestic eggs
2256,frozen vegetables
2256,curd
2251,whole milk
2251,pet care
2251,napkins
2251,pork
2251,condensed milk
2251,specialty chocolate
2251,chicken
2251,bottled beer
2251,other vegetables
2251,cream cheese
2251,hamburger meat
2251,citrus fruit
2251,packaged fruit/vegetables
2249,bottled water
2249,tropical fruit
2248,rolls/buns
2247,canned beer
2247,fruit/vegetable juice
2247,specialty bar
2247,citrus fruit
2247,coffee
2247,other vegetables
2247,cat food
2247,salt
2247,domestic eggs
2247,chocolate
2246,berries
2246,bottled beer
2246,beef
2246,soda
2242,yogurt
2242,frozen vegetables
2242,napkins
2242,butter
2242,rolls/buns
2242,chicken
2242,shopping bags
2242,whole milk
2238,whole milk
2238,butter
2238,sausage
2238,pip fruit
2238,misc. beverages
2238,yogurt
2238,pastry
2238,curd
2238,cream cheese
2235,ham
2235,grapes
2235,processed cheese
2235,canned beer
2235,frozen vegetables
2235,root vegetables
2235,citrus fruit
2235,soda
2235,ketchup
2235,whole milk
2235,meat
2235,pip fruit
2235,dish cleaner
2226,other vegetables
2226,pork
2226,sliced cheese
2226,bottled water
2226,canned vegetables
2226,hamburger meat
2226,whole milk
2226,yogurt
2226,berries
2226,sausage
2226,curd
2225,rolls/buns
2225,brown bread
2225,yogurt
2225,bottled water
2225,pork
2225,whole milk
2225,waffles
2225,hard cheese
2225,berries
2222,yogurt
2222,whole milk
2222,rolls/buns
2222,other vegetables
2222,seasonal products
2222,canned vegetables
2222,curd cheese
2222,cling film/bags
2222,chewing gum
2222,berries
2222,grapes
2222,sausage
2222,coffee
2222,butter
2222,pork
2222,sugar
2217,whipped/sour cream
2217,tropical fruit
2217,candy
2217,soda
2217,curd
2217,domestic eggs
2214,butter milk
2214,root vegetables
2214,soda
2214,red/blush wine
2212,citrus fruit
2212,curd
2212,pastry
2212,butter milk
2212,soda
2212,other vegetables
2212,butter
2212,bottled water
2212,hamburger meat
2212,dessert
2212,salt
2210,curd
2210,rice
2210,rolls/buns
2210,fruit/vegetable juice
2210,pork
2210,frankfurter
2210,whole milk
2210,hamburger meat
2210,napkins
2210,dishes
2210,beef
2210,specialty bar
2210,domestic eggs
2210,sausage
2209,tropical fruit
2209,rolls/buns
2209,root vegetables
2209,other vegetables
2209,butter
2209,onions
2209,whole milk
2209,napkins
2209,cat food
2209,bottled beer
2207,pip fruit
2207,onions
2207,rolls/buns
2207,frankfurter
2207,coffee
2207,pastry
2207,cream cheese
2202,turkey
2202,pork
2202,frozen meals
2202,white wine
2202,frankfurter
2202,tropical fruit
2202,coffee
2202,sauces
2202,rolls/buns
2202,curd
2202,root vegetables
2201,curd
2201,specialty chocolate
2201,butter milk
2201,citrus fruit
2201,frozen meals
2201,bottled water
2201,sausage
2201,domestic eggs
2201,whole milk
2201,ice cream
2201,other vegetables
2201,rolls/buns
2201,hygiene articles
2201,chocolate
2200,grapes
2200,white bread
2200,pork
2200,fruit/vegetable juice
2200,sugar
2200,soft cheese
2200,berries
2200,onions
2200,chicken
2200,citrus fruit
2198,chicken
2191,pip fruit
2191,beef
2191,whole milk
2191,specialty cheese
2191,misc. beverages
2191,root vegetables
2191,dessert
2191,yogurt
2191,red/blush wine
2191,butter milk
2188,dessert
2188,rolls/buns
2188,pip fruit
2188,fruit/vegetable juice
2188,hamburger meat
2188,dishes
2188,whole milk
2188,salty snack
2188,bottled beer
2186,tropical fruit
2186,sugar
2186,whipped/sour cream
2186,bottled water
2186,sausage
2186,brown bread
2186,soda
2186,whole milk
2186,frankfurter
2186,other vegetables
2186,citrus fruit
2186,canned beer
2186,domestic eggs
2184,other vegetables
2184,beef
2184,margarine
2184,yogurt
2184,pork
2184,shopping bags
2184,bottled beer
2184,frankfurter
2184,curd
2184,rolls/buns
2184,ham
2184,soda
2184,popcorn
2184,oil
2184,butter
2184,misc. beverages
2184,onions
2184,whole milk
2184,beverages
2178,sausage
2178,root vegetables
2178,salty snack
2178,salt
2178,beef
2178,frankfurter
2178,chicken
2178,female sanitary products
2176,rolls/buns
2176,pip fruit
2176,whipped/sour cream
2176,brown bread
2176,whole milk
2176,onions
2176,hard cheese
2176,frozen meals
2176,pastry
2176,bottled water
2176,frankfurter
2176,butter
2174,brown bread
2174,domestic eggs
2174,other vegetables
2174,rolls/buns
2174,frozen vegetables
2174,bottled water
2174,cereals
2172,specialty chocolate
2172,sugar
2172,yogurt
2172,citrus fruit
2172,berries
2171,meat
2171,rolls/buns
2171,ice cream
2171,frankfurter
2171,margarine
2171,beef
2171,hamburger meat
2171,whole milk
2171,sausage
2171,bottled beer
2171,soft cheese
2171,pip fruit
2171,curd
2171,citrus fruit
2171,roll products
2171,butter
2169,tropical fruit
2169,citrus fruit
2169,meat
2169,detergent
2169,bottled beer
2169,salty snack
2169,rum
2169,whole milk
2169,pickled vegetables
2167,liquor
2167,soda
2167,tropical fruit
2167,mayonnaise
2167,pork
2167,whole milk
2167,specialty chocolate
2167,citrus fruit
2160,margarine
2160,butter milk
2160,dishes
2160,beverages
2160,white bread
2160,shopping bags
2160,rolls/buns
2160,whole milk
2160,butter
2160,bottled beer
2160,specialty chocolate
2159,tropical fruit
2159,ham
2159,shopping bags
2159,pot plants
2159,sugar
2159,white bread
2159,female sanitary products
2159,rolls/buns
2152,other vegetables
2152,flour
2152,fruit/vegetable juice
2152,whipped/sour cream
2152,chicken
2152,soda
2152,butter
2152,whole milk
2152,bottled water
